parameter,word
mM,māyī
mF,pio
mMeB,māmū
mFeB,tāyā
mMeZ,māsī
mFeZ,bhūyā
meB,bhāyī
myB,nikka prā
meZ,paiṇa
myZ,nikkī paiṇa
mMBeS,cacera (bhāi)
mMeBS,cacera (bhāi)
mMyBS,cacera (bhāi)
mFBeS,cacera (bhāi)
mFeBS,cacera (bhāi)
mFyBS,cacera (bhāi)
mMZeS,cacera (bhāi)
mMeZS,cacera (bhāi)
mMyZS,cacera (bhāi)
mFZeS,cacera (bhāi)
mFeZS,cacera (bhāi)
mFyZS,cacera (bhāi)
mMBeD,cacera (bhāi)
mMeBD,cacera (bhāi)
mMyBD,cacera (bhāi)
mFBeD,cacera (bhāi)
mFeBD,cacera (bhāi)
mFyBD,cacera (bhāi)
mMZeD,cacera (bhāi)
mMeZD,cacera (bhāi)
mMyZD,cacera (bhāi)
mFZeD,cacera (bhāi)
mFeZD,cacera (bhāi)
mFyZD,cacera (bhāi)
