parameter,word
mM,mème
mMeB,o èpe
meB,rirǐja
myB,nongoroe
meZ,bira
mMeBS,gija nongoroe madoehoetoe
mMyBS,gija nongoroe madoehoetoe
mFeBS,gija nongoroe madoehoetoe
mFyBS,gija nongoroe madoehoetoe
mMeZS,gija nongoroe madoehoetoe
mMyZS,gija nongoroe madoehoetoe
mFeZS,gija nongoroe madoehoetoe
mFyZS,gija nongoroe madoehoetoe
mMeBD,awa bira madoehoetoe
mMyBD,awa bira madoehoetoe
mFeBD,awa bira madoehoetoe
mFyBD,awa bira madoehoetoe
mMeZD,awa bira madoehoetoe
mMyZD,awa bira madoehoetoe
mFeZD,awa bira madoehoetoe
mFyZD,awa bira madoehoetoe
fF,bàba
feB,hira
feZ,rirǐja
fyZ,nongoroe
