parameter,word
mM,wadjung
mF,biyang
mMeB,kauung
mFeB,biung
mMeZ,ngaroon
mFeZ,ngaroon
meB,gaguhng
myB,panaam
meZ,nunong
myZ,yirrkaang
mMBeS,yerrabool
mMeBS,yerrabool
mMyBS,yerrabool
mFBeS,yerrabool
mFeBS,yerrabool
mFyBS,yerrabool
mMZeS,yerrabool
mMeZS,yerrabool
mMyZS,yerrabool
mFZeS,yerrabool
mFeZS,yerrabool
mFyZS,yerrabool
mMBeD,yerrabool
mMeBD,yerrabool
mMyBD,yerrabool
mFBeD,yerrabool
mFeBD,yerrabool
mFyBD,yerrabool
mMZeD,yerrabool
mMeZD,yerrabool
mMyZD,yerrabool
mFZeD,yerrabool
mFeZD,yerrabool
mFyZD,yerrabool
