parameter,word
mM,tinā
mF,tamā
mMeB,le tuagane o le tinā
mFeB,le uso o le tamā
mFeZ,ilamutu
meB,uso
meZ,tuafafine
mMBeS,uso
mMeBS,uso
mMyBS,uso
mFBeS,uso
mFeBS,uso
mFyBS,uso
mMZeS,uso
mMeZS,uso
mMyZS,uso
mFZeS,uso
mFeZS,uso
mFyZS,uso
mMBeD,tuafafine
mMeBD,tuafafine
mMyBD,tuafafine
mFBeD,tuafafine
mFeBD,tuafafine
mFyBD,tuafafine
mMZeD,tuafafine
mMeZD,tuafafine
mMyZD,tuafafine
mFZeD,tuafafine
mFeZD,tuafafine
mFyZD,tuafafine
feB,tuagane
feZ,use
fMBeS,tuagane
fMeBS,tuagane
fMyBS,tuagane
fFBeS,tuagane
fFeBS,tuagane
fFyBS,tuagane
fMZeS,tuagane
fMeZS,tuagane
fMyZS,tuagane
fFZeS,tuagane
fFeZS,tuagane
fFyZS,tuagane
fMBeD,uso
fMeBD,uso
fMyBD,uso
fFBeD,uso
fFeBD,uso
fFyBD,uso
fMZeD,uso
fMeZD,uso
fMyZD,uso
fFZeD,uso
fFeZD,uso
fFyZD,uso
