parameter,word
mM,kǔ´-ǔ mä-kǔ'-ǎ kä´-na
mF,kǔ´-ǔ mä-kǔ'-ǎ kä'-na
mMeB,kǔ-ǔ´ mä-kǔ-ǎ-ka´-nä
mFeB,kǔ-ǔ´ mä-kǔ-ǎ-kä´-na
mMeZ,kǔ-ǔ mä-kǔ´-ǎ-wä-hee´-na
mFeZ,kǔ-ǔ mä-kǔ´-ǎ-wä-hee-na
meB,kǔ´-ǔ käǐ´-kǔ-ä-ä´-nä
myB,kǔ´-ǔ käǐ´ käǐ´-nä
meZ,kǔ´-ǔ käǐ´-kǔ wä-hee´-na
myZ,kǔ´-ǔ käǐ´-kǔ wä-heé-nä
mMBeS,kǔ-ǔ´ käǐ´-kǔ-ä-ä´-nä´
mMByS,kǔ-ǔ´ käǐ´-käǐ-nä´
mFBeS,kǔ-ǔ´ käǐ´-kǔ-ä´-nä
mFByS,kǔ-ǔ´ käǐ´-kǔ-nä
mMZeS,kǔ-ǔ´ käǐ´-kǔ-ä-nä´-nä
mMZyS,kǔ-ǔ´ käǐ´-käǐ-nä
mFZeS,kǔ-ǔ´ käǐ´-kǔ-ä´-nä´
mFZyS,kǔ-ǔ´ käǐ´-käǐ´-nä
mMBeD,kǔ-ǔ´ käǐ´-kǔ-wa-hee´-na
mMByD,kǔ-ǔ´ käǐ´-kǔ-wa-hee´-nä
mFBeD,kǔ-ǔ´ käǐ´-kǔ-ä-hee´-na
mMZeD,kǔ-ǔ´ käǐ´-kǔ-wä-hee´-na
mMZyD,kǔ-ǔ´ käǐ´-kǔ-wä-hee´-nä
mFZeD,kǔ-ǔ´ käǐ´-kǔ´-wa-hee´-na
mFZyD,kǔ-ǔ´ käǐ´-kǔ-wä-hee´-nä
feB,kǔ´-ǔ käǐ´-kǔ-nǎ´-na
fyB,kǔ´-ǔ käǐ´-kǔ-nä´-nä
feZ,kǔ´-ǔ käǐ´-kǔ-ä-ä`-nä
fyZ,kǔ´-ǔ käǐ´-läǐ-nä
fMBeS,kǔ-ǔ´ käǐ´-kǔ-nä´-na
fMByS,kǔ-ǔ´ käǐ´-kǔ´-nä´-nä
fMZeS,kǔ-ǔ´ käǐ´-kǔ-nǎ´-na
fMZyS,kǔ-ǔ´ käǐ´-kǔ-nä´-nä
fMBeD,kǔ-ǔ´ käǐ´-kǔ-ä-ä-nä
fMByD,kǔ-ǔ´ käǐ´-läǐ-nä
fMZeD,kǔ-ǔ´ käǐ´-kǔ-ä-ä´-na
fMZyD,kǔ-ǔ´ käǐ´-käǐ-nä
fFZeD,kǔ-ǔ´ käǐ´-kǔ´-ä-ä´-na
fFZyD,kǔ-ǔ´ käǐ´-läǐ´-na
