parameter,word
mM,majka
mF,bašta
mMeB,vujčo
mFeB,čičo
mMeZ,tetka
mFeZ,lelja
meB,batko
myB,brat
meZ,kaka
myZ,sestra
mMBeS,bratovčed
mMeBS,bratovčed
mMyBS,bratovčed
mFBeS,bratovčed
mFeBS,bratovčed
mFyBS,bratovčed
mMZeS,bratovčed
mMeZS,bratovčed
mMyZS,bratovčed
mFZeS,bratovčed
mFeZS,bratovčed
mFyZS,bratovčed
mMBeD,bratovčedka
mMeBD,bratovčedka
mMyBD,bratovčedka
mFBeD,bratovčedka
mFeBD,bratovčedka
mFyBD,bratovčedka
mMZeD,bratovčedka
mMeZD,bratovčedka
mMyZD,bratovčedka
mFZeD,bratovčedka
mFeZD,bratovčedka
mFyZD,bratovčedka
