parameter,word
mM,ina
mF,ama
mMeB,pangama'en
mFeB,pangama'en
mMeZ,pangina'en
mFeZ,pangina'en
meZ,kabsat
myZ,áding
mMBeS,kasinsin
mMeBS,kasinsin
mMyBS,kasinsin
mFBeS,kasinsin
mFeBS,kasinsin
mFyBS,kasinsin
mMZeS,kasinsin
mMeZS,kasinsin
mMyZS,kasinsin
mFZeS,kasinsin
mFeZS,kasinsin
mFyZS,kasinsin
mMBeD,kasinsin
mMeBD,kasinsin
mMyBD,kasinsin
mFBeD,kasinsin
mFeBD,kasinsin
mFyBD,kasinsin
mMZeD,kasinsin
mMeZD,kasinsin
mMyZD,kasinsin
mFZeD,kasinsin
mFeZD,kasinsin
mFyZD,kasinsin
feB,kabsat
fyB,áding
