parameter,word
mM,mme
mF,rre
mMeB,malome
mFeB,rre-mogolo
mFyB,rrangwane
mMeZ,mme-mogolo
mMyZ,mmangwane
mFeZ,rrakgadi
meB,mogolole
myB,nnake
mMBeS,ntsala
mMeBS,ntsala
mMyBS,ntsala
mFeBS,ngwana-rremogolo
mFyBS,ngwana rrangwane
mMeZS,ngwana-mmemogolo
mMyZS,ngwana mmangwane
mFZeS,ntsala
mFeZS,ntsala
mFyZS,ntsala
mMBeD,ntsala
mMeBD,ntsala
mMyBD,ntsala
mFeBD,ngwana-rremogolo
mFyBD,ngwana wa ga rrangwane
mMeZD,ngwana-mmemogolo
mMyZD,ngwana mmangwane
mFZeD,ntsala
mFeZD,ntsala
mFyZD,ntsala
fB,kgaitsadi
feZ,nkgonne
fyZ,nnake
