parameter,word
mM,puá
mF,ta
mMeB,lala
mFeB,ta
mMeZ,puá
mFeZ,tetei-
meZ,veroha-
myZ,verasi-
mMBeS,naru-
mMeBS,naru-
mMyBS,naru-
mFBeS,vodai-
mFeBS,vodai-
mFyBS,vodai-
mMZeS,vodai-
mMeZS,vodai-
mMyZS,vodai-
mFZeS,ta
mFeZS,ta
mFyZS,ta
mMBeD,venaru-
mMeBD,venaru-
mMyBD,venaru-
mFBeD,vesohori-
mFeBD,vesohori-
mFyBD,vesohori-
mMZeD,vesohori-
mMeZD,vesohori-
mMyZD,vesohori-
mFZeD,vesohori-
mFeZD,vesohori-
mFyZD,vesohori-
feB,roha-
fyB,rasi-
