parameter,word
mM,ta-ku wa-e-a
mF,ta-ku papa
mFeB,ta-ku pa-pa-ke-ke
mFeZ,ta´-ku wa-e-a
meB,ta-ku tu-a-ka-na
myB,ta-ku te-i-na
meZ,taku tu-a-hi-ne
myZ,ta-ku tu-a-hi-ne te-i-na
mFBeS,ta-ku tu-a-ka-na
mFByS,ta-ku te-i-na
mFZeS,ta´-ku tu-a-ka-na
mFZyS,ta´-ku te-t-na
mFBeD,ta-ku tu-a-hi-ne
mFByD,ta-ku tu-a-hi-na-te-i-na
mFZeD,ta´-ku te-a-hi-ne
mFZyD,ta´-ku tu-o-hi-na-te-i-na
feB,ta-ku tun-go-ne
fyB,ta-ku tun-ga-ne te-i-na
feZ,taku tu-a-ka-na
fyZ,ta-ku te-i-na
fFBeS,ta-ku tun-ga-ne
fFByS,ta-ku tun-ga-ne-te-i-na
fFZeS,ta´-ku tun-ga-ne
fFZyS,ta´-ku tun-ga-ne-te-i-na
fFBeD,ta-ku tu-a-ka-na
fFByD,ta-ku-te-i-na
fFZeD,ta´-ku te-a-ka-na
fFZyD,ta´-ku te-i-na
