parameter,word
mM,mātā
mF,bāp
mMeB,māmā
mFeB,tāū
mFyB,cācā
mMeZ,mausī
mFeZ,buā
meB,baṛa bhai
myB,choṭā bhāī
meZ,dīdī
myZ,choṭī bhan
mMBeS,mamera bhai
mMeBS,mamera bhai
mMyBS,mamera bhai
mFBeS,cacera bhai
mFeBS,cacera bhai
mFyBS,cacera bhai
mMZeS,mɔsera bhai
mMeZS,mɔsera bhai
mMyZS,mɔsera bhai
mFZeS,phuphera bhai
mFeZS,phuphera bhai
mFyZS,phuphera bhai
mMBeD,mameri bahan
mMeBD,mameri bahan
mMyBD,mameri bahan
mFBeD,caceri bahan
mFeBD,caceri bahan
mFyBD,caceri bahan
mMZeD,mɔseri bahan
mMeZD,mɔseri bahan
mMyZD,mɔseri bahan
mFZeD,phupheri bahan
mFeZD,phupheri bahan
mFyZD,phupheri bahan
