parameter,word
mM,ei
mF,apã
mMeB,tuty
mFeB,ãpã
mMeZ,ei
mFeZ,ei
meB,key'y
myB,tywy
meZ,key'y
myZ,tywy
mMBeS,tuty ray
mMeBS,tuty ray
mMyBS,tuty ray
mFBeS,ãpã ray
mFeBS,ãpã ray
mFyBS,ãpã ray
mMZeS,ei memby
mMeZS,ei memby
mMyZS,ei memby
mFZeS,ei memby
mFeZS,ei memby
mFyZS,ei memby
mMBeD,tuty radjy
mMeBD,tuty radjy
mMyBD,tuty radjy
mFBeD,ãpã radjy
mFeBD,ãpã radjy
mFyBD,ãpã radjy
mMZeD,ei memby
mMeZD,ei memby
mMyZD,ei memby
mFZeD,ei memby
mFeZD,ei memby
mFyZD,ei memby
fMeB,ãpã
fMBeS,ãpã ray
fMeBS,ãpã ray
fMyBS,ãpã ray
fMBeD,ãpã radjy
fMeBD,ei pawe radjy
fMyBD,ei pawe radjy
