parameter,word
mM,he-hy
mF,he-rú
mMeB,he-tutyra
mFeB,he-ruwyra
mMeZ,he-iýra
mFeZ,he-zaihé
meZ,he-reinyra
mMBeS,he-rikiyra
mMByS,he-riwyra
mFBeS,he-rikiyra
mFByS,he-riwyra
mMZeS,he-rikiyra
mMZyS,he-riwyra
mFZeS,he-rikiyra
mFZyS,he-riwyra
mMBeD,he-reinyra
mFBeD,he-reinyra
mMZeD,he-reinyra
mFZeD,he-reinyra
feB,he-kiwyra
feZ,he-rikéra
fyZ,he-kipiyra
fMBeS,he-kiwyra
fFBeS,he-kiwyra
fMZeS,he-kiwyra
fFZeS,he-kiwyra
fMBeD,he-rikéra
fMByD,he-kipiyra
fFBeD,he-rikéra
fFByD,he-kipiyra
fMZeD,he-rikéra
fMZyD,he-kipiyra
fFZeD,he-rikéra
fFZyD,he-kipiyra
