parameter,word
mM,yeh mo
mF,yeh pah
mMeB,yeh páh-tee
mFeB,yeh páh-tee
mMeZ,yeh mü´-gah
mFeZ,yeh mü´-gah
meB,yeh wěh-pau-khwa
myB,yeh pü´ pau-khwa
meZ,yeh-wěh-pau mü
myZ,yeh pü´ pau-mü
mMBeS,yeh t'-khwa
mFBeS,yeh t'-khwa
mMZeS,yeh t'-khwa
mFZeS,yeh t'-khwa
mMBeD,yeh dan-t'-khwa-mü
mMByD,yeh dan-t'-khwa-mǔ
mFBeD,yeh dan-t'-khwa -mü
mMZeD,yeh dan-t'-khwa -mü
mFZeD,yeh dan-t'-khwa-mü
feZ,yeh wěh-pau mü
fMBeD,yeh dan-t'-khwa-mu
fMByD,yeh dan-t'-khwa-mü
