parameter,word
mM,te-i (~ ta-i)
mF,ta-ši
mMeB,ta-ľaɨľa
mFeB,ta-ši
mMeZ,ta-aʔir̃ɨ
mFeZ,te-i (~ ta-i)
meB,ta-waľa
myB,te-mɨľia
meZ,ta-waľa
myZ,ta-šunuu
mMBeS,ta-waľa
mMeBS,ta-waľa
mMyBS,ta-waľa
mFBeS,ta-waľa
mFeBS,ta-waľa
mFyBS,ta-waľa
mMZeS,ta-waľa
mMeZS,ta-waľa
mMyZS,ta-waľa
mFZeS,ta-waľa
mFeZS,ta-waľa
mFyZS,ta-waľa
mMBeD,ta-waľa
mMeBD,ta-waľa
mMyBD,ta-waľa
mFBeD,ta-waľa
mFeBD,ta-waľa
mFyBD,ta-waľa
mMZeD,ta-waľa
mMeZD,ta-waľa
mMyZD,ta-waľa
mFZeD,ta-waľa
mFeZD,ta-waľa
mFyZD,ta-waľa
