parameter,word
mM,êmá
mF,èpá
mMeB,noko
mFeB,moteba
mFyB,omeba
mMeZ,om-ema
mMyZ,mot-ema
mFeZ,alwa'e na epa
mFyZ,moto e na epa
meB,homioné
myB,apua'i a motoa
meZ,alwané
myZ,apua'i a motoa
mMBeS,sono
mMeBS,sono
mMyBS,sono
mFBeS,namami
mFeBS,namami
mFyBS,namami
mMZeS,namami
mMeZS,namami
mMyZS,namami
mFZeS,sono
mFeZS,sono
mFyZS,sono
mMBeD,sono
mMeBD,sono
mMyBD,sono
mFBeD,namami
mFeBD,namami
mFyBD,namami
mMZeD,namami
mMeZD,namami
mMyZD,namami
mFZeD,sono
mFeZD,sono
mFyZD,sono
