parameter,word
mM,ninʼ-gah
mMeB,ne-zhe-shaʼ
mFeB,ne-me-shoʼ-mǎ
mMeZ,ne-noʼ-sha
mFeZ,ne-ze-gǔsʼ
meB,ne-sǐ-ya
myB,ne-sheʼ-ma
meZ,ne-misʼ-sa
myZ,ne-sheʼ-ma
mMBeS,ne-täʼ-wis
mFBeS,nin-dä-waʼ-mä
mFByS,ne-käʼ-na
mMZeS,ne-käʼ-na
mFZeS,ne-täʼ-wis
mMBeD,ne-ne-moʼ-sha
mFBeD,nin-dä-waʼ-mä
mMZeD,nin-dä-waʼ-mä
mFZeD,ne-ne-moʼ-sha
fF,noʼ-sa
feB,ne-sǐʼ-ya
fMBeS,ne-ne-moʼ-sha
fMZeS,nin-dä-waʼ-mä
fFZeS,ne-ne-moʼ-sha
fMBeD,nin-donʼ-go-sha
fFBeD,ne-de-geʼ-ko
fMZeD,ne-de-geʼ-ko
fFZeD,ne-douʼ-go-sha
