parameter,word
mM,anya
mF,apa
mMeB,anyai nagybáczi
mFeB,apai nagybáczi
mMeZ,nagynéni (anyai)
mFeZ,nagynéni (apai)
meB,fiútestvér
myB,öcz
meZ,nővér
myZ,húg
mMBeS,unokatestvér
mMeBS,unokatestvér
mMyBS,unokatestvér
mFBeS,unokatestvér
mFeBS,unokatestvér
mFyBS,unokatestvér
mMZeS,unokatestvér
mMeZS,unokatestvér
mMyZS,unokatestvér
mFZeS,unokatestvér
mFeZS,unokatestvér
mFyZS,unokatestvér
mMBeD,unokatestvér
mMeBD,unokatestvér
mMyBD,unokatestvér
mFBeD,unokatestvér
mFeBD,unokatestvér
mFyBD,unokatestvér
mMZeD,unokatestvér
mMeZD,unokatestvér
mMyZD,unokatestvér
mFZeD,unokatestvér
mFeZD,unokatestvér
mFyZD,unokatestvér
