parameter,word
mM,maatua
mF,tamana
mMeB,laamutu
mFeB,tamana
mMeZ,fakamaatua
mFeZ,fakamaatua
meZ,tuagane
mMBeS,fakataina
mMeBS,fakataina
mMyBS,fakataina
mFBeS,fakataina
mFeBS,fakataina
mFyBS,fakataina
mMZeS,fakataina
mMeZS,fakataina
mMyZS,fakataina
mFZeS,fakataina
mFeZS,fakataina
mFyZS,fakataina
mMBeD,fakatuagane
mMeBD,fakatuagane
mMyBD,fakatuagane
mFBeD,fakatuagane
mFeBD,fakatuagane
mFyBD,fakatuagane
mMZeD,fakatuagane
mMeZD,fakatuagane
mMyZD,fakatuagane
mFZeD,fakatuagane
mFeZD,fakatuagane
mFyZD,fakatuagane
feB,tuagane
feZ,taina
fMBeS,fakatuagane
fMeBS,fakatuagane
fMyBS,fakatuagane
fFBeS,fakatuagane
fFeBS,fakatuagane
fFyBS,fakatuagane
fMZeS,fakatuagane
fMeZS,fakatuagane
fMyZS,fakatuagane
fFZeS,fakatuagane
fFeZS,fakatuagane
fFyZS,fakatuagane
fMBeD,fakataina
fMeBD,fakataina
fMyBD,fakataina
fFBeD,fakataina
fFeBD,fakataina
fFyBD,fakataina
fMZeD,fakataina
fMeZD,fakataina
fMyZD,fakataina
fFZeD,fakataina
fFeZD,fakataina
fFyZD,fakataina
