parameter,word
mM,naʼ-nä
mF,nin
mMeB,ne-to-tahˑseʼ
mFeB,ne-toʼ-to-mä
mMeZ,n'-toʼ-tox-is
mFeZ,ne-toʼ-tarse
meB,neese-säʼ
myB,nis-kunʼ-ä
meZ,nee-misʼ-tä
myZ,ne-sisʼ-sä
mMBeS,n'-to-tes-tä-moʼ
mMByS,n'-to-tes-tä-mo
mFBeS,neese-säʼ
mFByS,nis-kunʼ-ä
mMZeS,neese-säʼ
mMZyS,nis-kunʼ-ä
mFZeS,n'-to-tes-tä-moʼ
mFZyS,n'-toʼ-tes-ta-mo
mMBeD,n'-do-to-ke-manʼ
mMByD,n'-doʼ-to-ke-manʼ
mFBeD,nee-misʼ-tä
mFByD,ne-sisʼ-sä
mMZeD,nee-misʼ-tä
mMZyD,ne-sisʼ-sä
mFZeD,neʼ-tä-kame
fMBeS,n'-doʼ-to-ke-manʼ
fMByS,n'-do-to-ke-manʼ
fFZeS,n'-doʼ-te-ke-manʼ
fFZyS,n'-do-to-ke-manʼ
fMBeD,ne-wäʼ-toase
fFZeD,neʼ-misʼ-tä
fFZyD,neʼ-sisʼ-sä
