parameter,word
mM,ngama
mF,kantha
mMeB,kaku
mFeB,mutha kantha
mFyB,kirdi kantha
mMeZ,ngama
mFeZ,merrka
meZ,yaku
mMBeS,jembe
mMeBS,jembe
mMyBS,jembe
mFBeS,jembe
mFeBS,jembe
mFyBS,jembe
mMZeS,benyin
mMeZS,benyin
mMyZS,benyin
mFZeS,benyin
mFeZS,benyin
mFyZS,benyin
mMBeD,jembe
mMeBD,jembe
mMyBD,jembe
mFBeD,jembe
mFeBD,jembe
mFyBD,jembe
mMZeD,benyin
mMeZD,benyin
mMyZD,benyin
mFZeD,benyin
mFeZD,benyin
mFyZD,benyin
feB,kungku
fyZ,kungku
