parameter,word
mM,lake
mF,kaka
mMeB,tsagina
mFeB,kaka
mMeZ,lake
mFeZ,tsagina
meZ,vavinena
mMBeS,kasina gare
mMeBS,kasina gare
mMyBS,kasina gare
mFBeS,kasina gare
mFeBS,kasina gare
mFyBS,kasina gare
mMZeS,kasina gare
mMeZS,kasina gare
mMyZS,kasina gare
mFZeS,kasina gare
mFeZS,kasina gare
mFyZS,kasina gare
mMBeD,vavinena
mMeBD,vavinena
mMyBD,vavinena
mFBeD,vavinena
mFeBD,vavinena
mFyBD,vavinena
mMZeD,vavinena
mMeZD,vavinena
mMyZD,vavinena
mFZeD,vavinena
mFeZD,vavinena
mFyZD,vavinena
feB,vavinena
feZ,kasina daki
fMBeS,vavinena
fMeBS,vavinena
fMyBS,vavinena
fFBeS,vavinena
fFeBS,vavinena
fFyBS,vavinena
fMZeS,vavinena
fMeZS,vavinena
fMyZS,vavinena
fFZeS,vavinena
fFeZS,vavinena
fFyZS,vavinena
fMBeD,kasina daki
fMeBD,kasina daki
fMyBD,kasina daki
fFBeD,kasina daki
fFeBD,kasina daki
fFyBD,kasina daki
fMZeD,kasina daki
fMeZD,kasina daki
fMyZD,kasina daki
fFZeD,kasina daki
fFeZD,kasina daki
fFyZD,kasina daki
