parameter,word
mM,maayi
mF,paapa
mMeB,khóóchá
mFeB,paapa
mFyB,ómuro
mMeZ,maayi
mMyZ,ómuro
mFeZ,seenge
meB,ómukhulu
myB,ómuro
meZ,ómukhulu
myZ,ómuro
mMBeS,waanda
mMeBS,waanda
mMyBS,waanda
mFBeS,waanda
mFeBS,waanda
mFyBS,waanda
mMZeS,waanda
mMeZS,waanda
mMyZS,waanda
mFZeS,waanda
mFeZS,waanda
mFyZS,waanda
mMBeD,yaaya
mMeBD,yaaya
mMyBD,yaaya
mFBeD,yaaya
mFeBD,yaaya
mFyBD,yaaya
mMZeD,yaaya
mMeZD,yaaya
mMyZD,yaaya
mFZeD,yaaya
mFeZD,yaaya
mFyZD,yaaya
