parameter,word
mM,cì'níˑ'
mF,cìkà'éˑ'
mMeB,сìdà'áˑ'
mFeB,cìkà'éˑ'
mMeZ,cíkáˑ'
mFeZ,cìdédjé
meB,sìkìsé'
meZ,cìndádéˑ'
mMBeS,cìłnàˑ'àˑc
mMeBS,cìłnàˑ'àˑc
mMyBS,cìłnàˑ'àˑc
mFBeS,sìkìsé'
mFeBS,sìkìsé'
mFyBS,sìkìsé'
mMZeS,sìkìsé'
mMeZS,sìkìsé'
mMyZS,sìkìsé'
mFZeS,cìłnàˑ'àˑc
mFeZS,cìłnàˑ'àˑc
mFyZS,cìłnàˑ'àˑc
mMBeD,cízèˑdń
mMeBD,cízèˑdń
mMyBD,cízèˑdń
mFBeD,сílá'
mFeBD,сílá'
mFyBD,сílá'
mMZeD,сílá'
mMeZD,сílá'
mMyZD,сílá'
mFZeD,cízèˑdń
mFeZD,cízèˑdń
mFyZD,cízèˑdń
