parameter,word
mM,-'y'a
mF,towa
mMeB,totyra
mFeB,towyra
mMeZ,-'yra
mFeZ,-jaje
meB,teke'yra
myB,tywyra
mMBeS,totyra
mMByS,tekojara
mFBeS,teke'yra
mFByS,tywyra
mMZeS,teke'yra
mMZyS,tywyra
mFZeS,totyra
mFZyS,tekojara
mMBeD,-'yra
mMByD,tekojara
mFBeD,tenyra
mFeBD,tenyra
mFyBD,tenyra
mMZeD,tenyra
mMeZD,tenyra
mMyZD,tenyra
mFZeD,-'yra
mFZyD,tekojara
feB,-kywyra
feZ,tykyra
fyZ,-pyky'yra
fMBeS,-kywyra
fMByS,tejomemyna
fMeBS,-kywyra
fMyBS,-kywyra
fFBeS,-kywyra
fFeBS,-kywyra
fFyBS,-kywyra
fFBeD,tykyra
fFByD,-pyky'yra
fMZeD,tykyra
fMZyD,-pyky'yra
