parameter,word
mM,ché-sɨ
mF,ché-ru
mMeB,che-tútɨ
mFeB,-tutɨ
mMeZ,che-sɨ́́i
mFeZ,che-yéiche
meB,che-rɨkéɨ
myB,che-rɨ́wɨ
meZ,che-rɨ́ke
myZ,0
mMBeS,r-ɨkeɨ
mMeBS,r-ɨkeɨ
mMyBS,r-ɨkeɨ
mFBeS,r-ɨkeɨ
mFeBS,r-ɨkeɨ
mFyBS,r-ɨkeɨ
mMZeS,r-ɨkeɨ
mMeZS,r-ɨkeɨ
mMyZS,r-ɨkeɨ
mFZeS,r-ɨkeɨ
mFeZS,r-ɨkeɨ
mFyZS,r-ɨkeɨ
mMBeD,r-ɨkeɨ
mMeBD,r-ɨkeɨ
mMyBD,r-ɨkeɨ
mFBeD,r-ɨkeɨ
mFeBD,r-ɨkeɨ
mFyBD,r-ɨkeɨ
mMZeD,r-ɨkeɨ
mMeZD,r-ɨkeɨ
mMyZD,r-ɨkeɨ
mFZeD,r-ɨkeɨ
mFeZD,r-ɨkeɨ
mFyZD,r-ɨkeɨ
fM,0
fMeB,-tutɨ
fMeZ,-sɨɨ
fFeZ,-yeiče
fyB,(če-)r-ɨwɨ
fyZ,che-pɨ́kɨ
