parameter,word
mM,siina
mF,siama
mMeB,posiamaong
mFeB,posiamaong
mMeZ,posinaong
mFeZ,posinaong
meZ,sia'a
myZ,tuai
mMBeS,rurus sangganing
mMeBS,rurus sangganing
mMyBS,rurus sangganing
mFBeS,rurus sangganing
mFeBS,rurus sangganing
mFyBS,rurus sangganing
mMZeS,rurus sangganing
mMeZS,rurus sangganing
mMyZS,rurus sangganing
mFZeS,rurus sangganing
mFeZS,rurus sangganing
mFyZS,rurus sangganing
mMBeD,rurus sangganing
mMeBD,rurus sangganing
mMyBD,rurus sangganing
mFBeD,rurus sangganing
mFeBD,rurus sangganing
mFyBD,rurus sangganing
mMZeD,rurus sangganing
mMeZD,rurus sangganing
mMyZD,rurus sangganing
mFZeD,rurus sangganing
mFeZD,rurus sangganing
mFyZD,rurus sangganing
feB,sia'a
fyB,tuai
