parameter,word
mM,nne
mF,nnà
mMeB,nna ukwu
mMyB,nwa nnɛ
mFeB,nna ukwu
mFyB,nwa nna
mMeZ,nnɛ ukwu
mMyZ,nwa nnɛ
mFeZ,nnɛ ukwu
mFyZ,nwa nna
meB,nwannē nwokē
meZ,nwannē nwaàyì ̣
mMBeS,nwa nnɛ
mMeBS,nwa nnɛ
mMyBS,nwa nnɛ
mFBeS,nwa nna
mFeBS,nwa nna
mFyBS,nwa nna
mFZeS,okɛlɛ
mFeZS,okɛlɛ
mFyZS,okɛlɛ
mMBeD,nwa nnɛ
mMeBD,nwa nnɛ
mMyBD,nwa nnɛ
mFBeD,nwa nna
mFeBD,nwa nna
mFyBD,nwa nna
mFZeD,okɛlɛ
mFeZD,okɛlɛ
mFyZD,okɛlɛ
fMeZ,àda nne nnē
fFeZ,àda nne nnà
