parameter,word
mM,el
mF,en
mMeB,elel'ul vats
mFeB,insul vats
mMeZ,unk'achu
mFeZ,unk'achu
meB,vats
myB,g'it-ina vats
meZ,jats
myZ,g'it-ina jats
mMBeS,iatsg-al
mMeBS,iatsg-al
mMyBS,iatsg-al
mFBeS,iatsg-al
mFeBS,iatsg-al
mFyBS,iatsg-al
mMZeS,iatsg-al
mMeZS,iatsg-al
mMyZS,iatsg-al
mFZeS,iatsg-al
mFeZS,iatsg-al
mFyZS,iatsg-al
mMBeD,iatsg-al
mMeBD,iatsg-al
mMyBD,iatsg-al
mFBeD,iatsg-al
mFeBD,iatsg-al
mFyBD,iatsg-al
mMZeD,iatsg-al
mMeZD,iatsg-al
mMyZD,iatsg-al
mFZeD,iatsg-al
mFeZD,iatsg-al
mFyZD,iatsg-al
