parameter,word
mM,-ata
mF,-am
mMeB,-χāk
mFeB,-aitš
mMeZ,-ntāk
mFeZ,-yāk
mMBeS,āmo o'yakx
mMeBS,āmo o'yakx
mMyBS,āmo o'yakx
mFBeS,āmo o'yakx
mFeBS,āmo o'yakx
mFyBS,āmo o'yakx
mMZeS,āmo o'yakx
mMeZS,āmo o'yakx
mMyZS,āmo o'yakx
mFZeS,āmo o'yakx
mFeZS,āmo o'yakx
mFyZS,āmo o'yakx
mMBeD,āmo o'yakx
mMeBD,āmo o'yakx
mMyBD,āmo o'yakx
mFBeD,āmo o'yakx
mFeBD,āmo o'yakx
mFyBD,āmo o'yakx
mMZeD,āmo o'yakx
mMeZD,āmo o'yakx
mMyZD,āmo o'yakx
mFZeD,āmo o'yakx
mFeZD,āmo o'yakx
mFyZD,āmo o'yakx
