parameter,word
mM,أم
mF,أب
mMeB,خال
mFeB,عم
mMeZ,خالة
mFeZ,عمة
meZ,أخت
mMBeS,بنت العم
mMeBS,بنت العم
mMyBS,بنت العم
mFBeS,إبن العم
mFeBS,إبن العم
mFyBS,إبن العم
mMZeS, بنت الخال
mMeZS,بنت العم
mMyZS,بنت العم
mFZeS, ابن الخال
mFeZS,إبن العم
mFyZS,إبن العم
mMBeD,بنت العم
mMeBD, بنت الخال
mMyBD, بنت الخال
mFBeD,إبن العم
mFeBD, ابن الخال
mFyBD, ابن الخال
mMZeD, بنت الخال
mMeZD, بنت الخال
mMyZD, بنت الخال
mFZeD, ابن الخال
mFeZD, ابن الخال
mFyZD, ابن الخال
feB,أخ
