parameter,word
mM,bachy
mF,papa
mMeB,dajy
mFeB,emi
mMeZ,khala
mFeZ,bibi
meB,gerdesh
myB,kichik gerdesh
meZ,bachy
myZ,kichik bachy
mMBeS,emigizi
mMeBS,emigizi
mMyBS,emigizi
mFBeS,emigizi
mFeBS,emigizi
mFyBS,emigizi
mMZeS,emigizi
mMeZS,emigizi
mMyZS,emigizi
mFZeS,emigizi
mFeZS,emigizi
mFyZS,emigizi
mMBeD,emigizi
mMeBD,emigizi
mMyBD,emigizi
mFBeD,emigizi
mFeBD,emigizi
mFyBD,emigizi
mMZeD,emigizi
mMeZD,emigizi
mMyZD,emigizi
mFZeD,emigizi
mFeZD,emigizi
mFyZD,emigizi
