parameter,word
mM,nee-cristʼ
mMeB,n'-ku-lǎ-mǔkʼ-sis
mFeB,n'-tus
mMeZ,nu-lisʼ
mFeZ,n'-su-gwisʼ
meB,n'-seesʼ
myB,n'-chi-gu-numʼ
meZ,nu-meesʼ
myZ,n'-kwa-jeech
mMBeS,n'-seesʼ
mMByS,n'-cheʼ-gu-numʼ
mFBeS,n'-seesʼ
mFByS,n'-chi-guʼ-num
mMZeS,n'-seesʼ
mMZyS,n'-chi-gu-numʼ
mFZeS,n'-seesʼ
mFZyS,n'-chi-gu-numʼ
mMBeD,nu-mees
mMByD,n'-kwa-jeechʼ
mFBeD,nu-meesʼ
mFByD,n'-kwa-jeechʼ
mMZeD,nu-meesʼ
mMZyD,n'-kwa-jeechʼ
mFZeD,nu-mees
mFZyD,n'-kwa-jeech
fF,nǔch
fyZ,n'-kwa-jeechʼ
fMByS,n'-chi-gu-numʼ
fFByS,n'-chiʼ-guʼ-num
fMBeD,nu-meesʼ
fFZeD,nu-meesʼ
fFZyD,n'-kwa-jeechʼ
