parameter,word
mM,måmá
mF,dåtá
mMeB,mårúme
mFeB,dåtá-wåcu
mMeZ,måmá-wåcu
mFeZ,sengé
meB,mukúruwanje
myB,murúmunanje
mZ,mushikanje
mMBeS,muvyâranje
mMeBS,muvyâranje
mMyBS,muvyâranje
mFBeS,mwéne-dåtá-wåcu
mFeBS,mwéne-dåtá-wåcu
mFyBS,mwéne-dåtá-wåcu
mMZeS,mwéne-måmá-wåcu
mMeZS,mwéne-måmá-wåcu
mMyZS,mwéne-måmá-wåcu
mFZeS,muvyâranje
mFeZS,muvyâranje
mFyZS,muvyâranje
mMBeD,muvyâranje
mMeBD,muvyâranje
mMyBD,muvyâranje
mFBeD,mushikâcu
mFeBD,mushikâcu
mFyBD,mushikâcu
mMZeD,mushikanje
mMeZD,mushikanje
mMyZD,mushikanje
mFZeD,muvyâranje
mFeZD,muvyâranje
mFyZD,muvyâranje
fB,musâzanje
feZ,mukúruwanje
fyZ,murúmunanje
fFBeS,musâzâcu
fFeBS,musâzâcu
fFyBS,musâzâcu
fFBeD,mwéne-dåtá-wåcu
fFeBD,mwéne-dåtá-wåcu
fFyBD,mwéne-dåtá-wåcu
fMZeD,mwéne-måmá-wåcu
fMeZD,mwéne-måmá-wåcu
fMyZD,mwéne-måmá-wåcu
