parameter,word
mM,ina
mF,paya
mMeB,ntodu wa nyangwé
mMyB,ndembé wa nyangwé
mFeB,ntodu wa hangwé
mFyB,ndembé wa hangwé
mMeZ,sita wa nyangwé
mMyZ,iluhu ya nyangwé
mFeZ,sita wa hangwé
mFyZ,nyongwé
meB,ntodu ami
myB,ndembé ami
meZ,sita
myZ,iluhu
mMBeS,ntodu bahongwé ya momo
mMByS,ndembé bahongwé ya momo
mMeBS,bahongwé ya momo da ntodu wa nyangwé
mMyBS,bahongwé ya momo da ndembé wa nyangwé
mFBeS,ntodu bahangwé ya momo
mFByS,ndembé bahangwé ya momo
mFeBS,bahangwé ya momo da ntodu wa hangwé
mFyBS,bahangwé ya momo da ndembé wa hangwé
mMZeS,ntodu banyangwé ya momo
mMZyS,ndembé banyangwé ya momo
mMeZS,banyangwé ya momo da sita wa nyangwé
mMyZS,banyangwé ya momo
mFZeS,ntodu banyongwé ya momo
mFZyS,ndembé banyongwé ya momo
mFeZS,banyongwé ya momo da sita wa hangwé
mFyZS,banyongwé ya momo
mMBeD,ntodu bahongwé ya ndito
mMByD,ndembé bahongwé ya ndito
mMeBD,bahongwé ya ndito da ntodu wa nyangwé
mMyBD,bahongwé ya ndito da ndembé wa nyangwé
mFBeD,ntodu bahangwé ya ndito
mFByD,ndembé bahangwé ya ndito
mFeBD,bahangwé ya ndito da ntodu wa hangwé
mFyBD,bahangwé ya ndito da ndembé wa hangwé
mMZeD,ntodu banyangwé ya ndito
mMZyD,ndembé banyangwé ya ndito
mMeZD,banyangwé ya ndito da sita wa nyangwé
mMyZD,banyangwé ya ndito
mFZeD,ntodu banyongwé ya ndito
mFZyD,ndembé banyongwé ya ndito
mFeZD,banyongwé ya ndito da sita wa hangwé
mFyZD,banyongwé ya ndito
