parameter,word
mM,reme
mF,ma
mMeB,meruk
mFeB,ma
mMeZ,reme
mFeZ,reme
meZ,chichiak
mMBeS,tigik
mMeBS,tigik
mMyBS,tigik
mFBeS,tigik
mFeBS,tigik
mFyBS,tigik
mMZeS,tigik
mMeZS,tigik
mMyZS,tigik
mFZeS,tigik
mFeZS,tigik
mFyZS,tigik
mMBeD,chichiak
mMeBD,chichiak
mMyBD,chichiak
mFBeD,chichiak
mFeBD,chichiak
mFyBD,chichiak
mMZeD,chickiak
mMeZD,chickiak
mMyZD,chickiak
mFZeD,chichiak
mFeZD,chichiak
mFyZD,chichiak
feB,chichiak
feZ,takelek
fMBeS,chichiak
fMeBS,chichiak
fMyBS,chichiak
fFBeS,chichiak
fFeBS,chichiak
fFyBS,chichiak
fMZeS,chickiak
fMeZS,chickiak
fMyZS,chickiak
fFZeS,chichiak
fFeZS,chichiak
fFyZS,chichiak
fMBeD,takelek
fMeBD,takelek
fMyBD,takelek
fFBeD,takelek
fFeBD,takelek
fFyBD,takelek
fMZeD,takelek
fMeZD,takelek
fMyZD,takelek
fFZeD,takelek
fFeZD,takelek
fFyZD,takelek
