parameter,word
mM,tinana
mF,tamana
mMeB,tua-tina
mFeZ,tinau
meZ,tua-hine
mMBeS,ha'anga
mMeBS,ha'anga
mMyBS,ha'anga
mFBeS,haihanau
mFeBS,haihanau
mFyBS,haihanau
mMZeS,haihanau
mMeZS,haihanau
mMyZS,haihanau
mFZeS,ha'anga
mFeZS,ha'anga
mFyZS,ha'anga
mMBeD,ha'anga
mMeBD,ha'anga
mMyBD,ha'anga
mFBeD,haihanau
mFeBD,haihanau
mFyBD,haihanau
mMZeD,haihanau
mMeZD,haihanau
mMyZD,haihanau
mFZeD,ha'anga
mFeZD,ha'anga
mFyZD,ha'anga
feB,tua-nga'ane
feZ,tau-kete
fyZ,taina
fMBeS,ha'anga
fMeBS,ha'anga
fMyBS,ha'anga
fFBeS,haihanau
fFeBS,haihanau
fFyBS,haihanau
fFBeD,haihanau
fFeBD,haihanau
fFyBD,haihanau
fMZeD,haihanau
fMeZD,haihanau
fMyZD,haihanau
