parameter,word
mM,papa
mF,tira
mMeB,tau-eka
mFeB,tau-eka
mMeZ,matua-wahine
mFeZ,matua-wahine
meZ,tua-ngane
myZ,tua-ngane
mMBeS,tua-kana
mMByS,teina
mFBeS,tua-kana
mFByS,teina
mMZeS,tua-kana
mMZyS,teina
mFZeS,tua-kana
mFZyS,teina
mMBeD,tua-ngane
mMByD,tua-ngane
mFBeD,tua-ngane
mFByD,tua-ngane
mMZeD,tua-ngane
mMZyD,tua-ngane
mFZeD,tua-ngane
mFZyD,tua-ngane
feB,tua-hine
fyB,tua-hine
feZ,tua-kana
fyZ,teina
fMBeS,tua-hine
fMByS,tua-hine
fFBeS,tua-hine
fFByS,tua-hine
fMZeS,tua-hine
fMZyS,tua-hine
fFZeS,tua-hine
fFZyS,tua-hine
fMBeD,tua-kana
fMByD,teina
fFBeD,tua-kana
fFByD,teina
fMZeD,tua-kana
fMZyD,teina
fFZeD,tua-kana
fFZyD,teina
