parameter,word
mM,amè
mF,afè
mMeB,bafè/afè
mMyB,bafè
mFeB,taghar
mFyB,afè tosè
mMeZ,taghar
mMyZ,bafalè
mFeZ,taghar
mFyZ,amè tosè
meZ,ánè
myZ,nèngèn
mMBeS,mwitèr
mMeBS,mwitèr
mMyBS,mwitèr
mFBeS,ánè
mFeBS,ánè
mFyBS,ánè
mMZeS,yakal
mMeZS,yakal
mMyZS,yakal
mFZeS,ánè
mFeZS,ánè
mFyZS,ánè
mMBeD,ánè
mMeBD,ánè
mMyBD,ánè
mFBeD,ánè
mFeBD,ánè
mFyBD,ánè
mMZeD,mwitèr
mMeZD,mwitèr
mMyZD,mwitèr
mFZeD,yakal
mFeZD,yakal
mFyZD,yakal
fMeB,bafè
fMyZ,amè
fFyZ,amè tose
feB,ánè
fyB,nèngèn
fFZeS,mwitèr
fFeZS,mwitèr
fFyZS,mwitèr
fMBeD,mwitèr
fMeBD,mwitèr
fMyBD,mwitèr
fMZeD,yakal
fMeZD,yakal
fMyZD,yakal
fFZeD,mwitèr
fFeZD,mwitèr
fFyZD,mwitèr
