parameter,word
mM,af
mF,in
mMeB,mun
mFeB,perwïḍin
mFyB,kïṟwïḍin
mMeZ,perwïḍaf
mMyZ,kïṟwïḍaf
mFeZ,mimy
meB,oṇ
myB,wïṛfed
meZ,okn
myZ,wïṛfed
mMBeS,mociny
mMeBS,mociny
mMyBS,mociny
mFBeS,mociny
mFeBS,mociny
mFyBS,mociny
mMZeS,mociny
mMeZS,mociny
mMyZS,mociny
mFZeS,mociny
mFeZS,mociny
mFyZS,mociny
mMBeD,mociny
mMeBD,mociny
mMyBD,mociny
mFBeD,mociny
mFeBD,mociny
mFyBD,mociny
mMZeD,mociny
mMeZD,mociny
mMyZD,mociny
mFZeD,mociny
mFeZD,mociny
mFyZD,mociny
