parameter,word
mM,nimama
mF,nin dede
mMeB,nizhishe
mFeB,nimishome
mMeZ,nimwishe
mFeZ,nisigoss
meB,nissaye
myB,nishime
meZ,nimisse
myZ,nishime
mMBeS,nitawiss
mMeBS,
mMyBS,
mFBeS,nissaye
mFByS,nishime
mFeBS,
mFyBS,
mMZeS,nissaye
mMZyS,nishime
mMeZS,
mMyZS,
mFZeS,nitawiss
mFeZS,
mFyZS,
mMBeD,
mMeBD,
mMyBD,
mFBeD,nimisse
mFByD,nishime
mFeBD,
mFyBD,
mMZeD,nimisse
mMZyD,nishime
mMeZD,
mMyZD,
mFZeD,
mFeZD,
mFyZD,
fMBeS,
fFZeS,
