parameter,word
mM,mame
mF,tate
mFeB,tate mkulu
mFyB,tate mdodo
mMeZ,mame mkulu
mMyZ,mame mdodo
mFeZ,mame mkulu
mFyZ,mame mdodo
meB,mkulu
myB,mwene
mZ,lumbu
mMBeS,mkulu
mMeBS,mkulu
mMyBS,mkulu
mFBeS,mkulu
mFeBS,mkulu
mFyBS,mkulu
mMZeS,mkulu
mMeZS,mkulu
mMyZS,mkulu
mFZeS,mkulu
mFeZS,mkulu
mFyZS,mkulu
mMBeD,lumbu
mMeBD,lumbu
mMyBD,lumbu
mFBeD,lumbu
mFeBD,lumbu
mFyBD,lumbu
mMZeD,lumbu
mMeZD,lumbu
mMyZD,lumbu
mFZeD,lumbu
mFeZD,lumbu
mFyZD,lumbu
fB,lumbu
feZ,mkulu
fyZ,mwene
fMBeS,lumbu
fMeBS,lumbu
fMyBS,lumbu
fFBeS,lumbu
fFeBS,lumbu
fFyBS,lumbu
fMZeS,lumbu
fMeZS,lumbu
fMyZS,lumbu
fFZeS,lumbu
fFeZS,lumbu
fFyZS,lumbu
fMBeD,mkulu
fMeBD,mkulu
fMyBD,mkulu
fFBeD,mkulu
fFeBD,mkulu
fFyBD,mkulu
fMZeD,mkulu
fMeZD,mkulu
fMyZD,mkulu
fFZeD,mkulu
fFeZD,mkulu
fFyZD,mkulu
