parameter,word
mM,nowkwapa
mF,apok
mMeB,magwapa
mFeB,apalaka
mFyB,amoy
mMeZ,nawalaka
mMyZ,amoy
mFeZ,yakw
meZ,mowoy
mMeBS,magwapa
mMyBS,magwapa
mFeBS,laka
mFyBS,kumoy
mMeZS,laka
mMyZS,kumoy
mFeZS,ruwey
mFyZS,ruwey
mMeBD,nowkwapa
mMyBD,nowkwapa
mFeBD,mowoy
mFyBD,mowoy
mMeZD,mowoy
mMyZD,mowoy
mFeZD,ruwey
mFyZD,ruwey
feB,miidiila
feZ,laka
fyZ,kumoy
fFeBS,miidiila
fFyBS,miidiila
fMeZS,miidiila
fMyZS,miidiila
fFeZS,yikapa
fFyZS,yikapa
fFeBD,yikapa
fFyBD,yikapa
