parameter,word
mM,a'i-
mF,apĩ-
mMeB,tutyr-
mFeB,uvy-
mMeZ,yy-
mFeZ,jaji-
meB,-reky'yra-
myB,-rey'reta-
meZ,-rendyr-
mMBeS,-reky'yra-
mMByS,-rey'reta-
mMeBS,jajivembyr-
mMyBS,jajivembyr-
mFBeS,-reky'yra-
mFByS,-rey'reta-
mFeBS,nirun-
mFyBS,nirun-
mMZeS,-reky'yra-
mMZyS,-rey'reta-
mMeZS,nirun-
mMyZS,nirun-
mFZeS,-reky'yra-
mFZyS,-rey'reta-
mFeZS,jajivembyr-
mFyZS,jajivembyr-
mMBeD,-reky'yra-
mMByD,-rey'reta-
mMeBD,jajivembyr-
mMyBD,jajivembyr-
mFBeD,-reky'yra-
mFByD,-rey'reta-
mFeBD,-rendyr-
mFyBD,-rendyr-
mMZeD,-reky'yra-
mMZyD,-rey'reta-
mMeZD,-rendyr-
mMyZD,-rendyr-
mFZeD,-reky'yra-
mFZyD,-rey'reta-
mFeZD,jajivembyr-
mFyZD,jajivembyr-
