parameter,word
mM,mamm
mF,tad
mMeB,eontr kompez
mFeB,eontr kompez
mMeZ,moereb gompez
mFeZ,moereb gompez
meB,breur
meZ,c'hoar
mMBeS,kenderv
mMeBS,kenderv
mMyBS,kenderv
mFBeS,kenderv
mFeBS,kenderv
mFyBS,kenderv
mMZeS,kenderv
mMeZS,kenderv
mMyZS,kenderv
mFZeS,kenderv
mFeZS,kenderv
mFyZS,kenderv
mMBeD,keniterv
mMeBD,keniterv
mMyBD,keniterv
mFBeD,keniterv
mFeBD,keniterv
mFyBD,keniterv
mMZeD,keniterv
mMeZD,keniterv
mMyZD,keniterv
mFZeD,keniterv
mFeZD,keniterv
mFyZD,keniterv
