parameter,word
mM,siina
mF,siuma
mMeB,ponsiamaan
mMyB,ponsiamaan
mFeB,ponsiamaan
mFyB,ponsiamaan
mMeZ,ponsinaan
mMyZ,ponsinaan
mFeZ,ponsinaan
mFyZ,ponsinaan
meZ,sia'a
myZ,tuai
mMBeS,sounga
mMeBS,sounga
mMyBS,sounga
mFBeS,sounga
mFeBS,sounga
mFyBS,sounga
mMZeS,sounga
mMeZS,sounga
mMyZS,sounga
mFZeS,sounga
mFeZS,sounga
mFyZS,sounga
mMBeD,sounga
mMeBD,sounga
mMyBD,sounga
mFBeD,sounga
mFeBD,sounga
mFyBD,sounga
mMZeD,sounga
mMeZD,sounga
mMyZD,sounga
mFZeD,sounga
mFeZD,sounga
mFyZD,sounga
feB,sia'a
fyB,tuai
