parameter,word
mM,-hi
mF,-u
mMeB,-túti
mFeB,-túti
mMeZ,-hí-ʔi
mFeZ,-átse
mMBeS,-iké-ʔi
mMeBS,-iké-ʔi
mMyBS,-iké-ʔi
mFBeS,-iké-ʔi
mFeBS,-iké-ʔi
mFyBS,-iké-ʔi
mMZeS,-íʔi
mMeZS,-íʔi
mMyZS,-íʔi
mFZeS,-íʔi
mFeZS,-íʔi
mFyZS,-íʔi
mFBeD,-éiɲi
mFeBD,-éiɲi
mFyBD,-éiɲi
mMZeD,-éiɲi
mMeZD,-éiɲi
mMyZD,-éiɲi
fB,-kíwi
feZ,-íke
fyZ,-pikíʔi
fFBeS,-kíwi
fFeBS,-kíwi
fFyBS,-kíwi
fMZeS,-kíwi
fMeZS,-kíwi
fMyZS,-kíwi
fFBeD,-íke
fFeBD,-íke
fFyBD,-íke
fMZeD,-íke
fMeZD,-íke
fMyZD,-íke
