parameter,word
mM,išu
mF,obu
mMeB,išedis xundu is
mFeB,obudus xundu is
mMeZ,išedis aqu is
mFeZ,obudus aqu is
meB,xundu is
myB,micʼikʼi xundu is
meZ,aqu is
myZ,micʼikʼi aqu is
mMBeS,yacahay
mMeBS,yacahay
mMyBS,yacahay
mFBeS,yacahay
mFeBS,yacahay
mFyBS,yacahay
mMZeS,yacahay
mMeZS,yacahay
mMyZS,yacahay
mFZeS,yacahay
mFeZS,yacahay
mFyZS,yacahay
mMBeD,yacahay
mMeBD,yacahay
mMyBD,yacahay
mFBeD,yacahay
mFeBD,yacahay
mFyBD,yacahay
mMZeD,yacahay
mMeZD,yacahay
mMyZD,yacahay
mFZeD,yacahay
mFeZD,yacahay
mFyZD,yacahay
