parameter,word
mM,heʼ-nah
mF,hinʼ-kä
mMeB,hin-chaʼ-kä
mFeB,hinʼ-kä
mMeZ,heʼ-nah
mFeZ,e-tǔʼ-me
meB,hee-yeʼ-nä
myB,heen-thunʼ-ga
mMBeS,hin-chäʼ-kä
mFBeS,hee-yeʼ-nä
mFByS,heen-thunʼ-ga
mMZeS,he-yeʼ-nä
mMZyS,heen-thunʼ-ga
mFZeS,hin-toseʼ-kee
mFZyS,hin-teseʼ-kee
mMBeD,heʼ-nah
mFBeD,wau-heʼ-cha
mFByD,heen-tauʼ-gǎ
mMZeD,wau-heʼ-cha
mMZyD,heen-tan̤ʼ-gǎ
mFZeD,hin-toseʼ-kee-me
mFZyD,hin-tose-kee-me
fyB,e-chunʼ-che
feZ,heen-tangʼ-a
fyZ,heen-tauʼ-gǎ
fFByS,e-chunʼ-cha
fMZyS,e-chunʼ-che
fFZeS,he-neʼ-cha
fFBeD,heen-tängʼ-a
fFByD,heen-tänʼ-gǎ
fMZeD,heen-tänʼ-ga
fMZyD,heen-tänʼ-gǎ
fFZeD,he-yun̤ʼ-ga
