parameter,word
mM,ina
mF,ama
mMeB,tuya
mFeB,ama
mMeZ,ina
mFeZ,mamu
meZ,anawini
mMBeS,yera
mMeBS,yera
mMyBS,yera
mFBeS,angu paluhu
mFeBS,angu paluhu
mFyBS,angu paluhu
mMZeS,angu paluhu
mMeZS,angu paluhu
mMyZS,angu paluhu
mFZeS,layia
mFeZS,layia
mFyZS,layia
mMBeD,balu
mMeBD,balu
mMyBD,balu
mFBeD,anawini
mFeBD,anawini
mFyBD,anawini
mMZeD,anawini
mMeZD,anawini
mMyZD,anawini
mFZeD,anawini
mFeZD,anawini
mFyZD,anawini
feB,anamini
feZ,angu kawini
fMBeS,rai anamini
fMeBS,rai anamini
fMyBS,rai anamini
fFBeS,anamini
fFeBS,anamini
fFyBS,anamini
fMZeS,anamini
fMeZS,anamini
fMyZS,anamini
fFZeS,balu
fFeZS,balu
fFyZS,balu
fMBeD,layia
fMeBD,layia
fMyBD,layia
fFBeD,angu kawini
fFeBD,angu kawini
fFyBD,angu kawini
fMZeD,angu kawini
fMeZD,angu kawini
fMyZD,angu kawini
fFZeD,mangàlu
fFeZD,mangàlu
fFyZD,mangàlu
