parameter,word
mM,emma
mF,lolo
mMeB,puah
mMyB,puto
mFeB,puah
mFyB,ua diki
mMeZ,emma basar
mMyZ,aya
mFeZ,puah
mFyZ,aya
meZ,ekka
myZ,endi
mMBeS,kalaki
mMeBS,kalaki
mMyBS,kalaki
mFBeS,kalaki
mFeBS,kalaki
mFyBS,kalaki
mMZeS,kalaki
mMeZS,kalaki
mMyZS,kalaki
mFZeS,kalaki
mFeZS,kalaki
mFyZS,kalaki
mMBeD,kalaki
mMeBD,kalaki
mMyBD,kalaki
mFBeD,kalaki
mFeBD,kalaki
mFyBD,kalaki
mMZeD,kalaki
mMeZD,kalaki
mMyZD,kalaki
mFZeD,kalaki
mFeZD,kalaki
mFyZD,kalaki
feB,ekka
fyB,endi
