parameter,word
mM,mai
mF,baba
mMeB,baba mkulu
mMyB,baba mdodo
mFeB,baba mkulu
mFyB,baba mdodo
mMeZ,mai mkulu
mMyZ,mai mdodo
mFeZ,mai mkulu
mFyZ,mai mdodo
meB,mkulu
myB,mfuna
mMBeS,muhisi
mMeBS,muhisi
mMyBS,muhisi
mFBeS,muhisi
mFeBS,muhisi
mFyBS,muhisi
mFZeS,muhisi
mFeZS,muhisi
mFyZS,muhisi
mMBeD,muhisi
mMeBD,muhisi
mMyBD,muhisi
mFBeD,muhisi
mFeBD,muhisi
mFyBD,muhisi
mFZeD,muhisi
mFeZD,muhisi
mFyZD,muhisi
fB,lumbu
feZ,mkulu
fyZ,mfuna
