parameter,word
mM,ina
mF,ama
mMeB,uliteg
mFeB,uliteg
mMeZ,ikit
mFeZ,ikit
meZ,kabsat a babai
mMBeS,kasinsin
mMeBS,kasinsin
mMyBS,kasinsin
mFBeS,kasinsin
mFeBS,kasinsin
mFyBS,kasinsin
mMZeS,kasinsin
mMeZS,kasinsin
mMyZS,kasinsin
mFZeS,kasinsin
mFeZS,kasinsin
mFyZS,kasinsin
mMBeD,kasinsin
mMeBD,kasinsin
mMyBD,kasinsin
mFBeD,kasinsin
mFeBD,kasinsin
mFyBD,kasinsin
mMZeD,kasinsin
mMeZD,kasinsin
mMyZD,kasinsin
mFZeD,kasinsin
mFeZD,kasinsin
mFyZD,kasinsin
feB,kabsat
