parameter,word
mM,n'-gäʼ-hase
mF,na-noʼ-uh
mMeB,nee-zheseʼ
mFeB,na-noʼ-whus
mFeZ,na-ma-laʼ-däkue
meB,nain-nʼ-hansʼ
myB,naiu-hiseʼ-sa-musʼ
meZ,nainʼ-na-waseʼ
myZ,nain-hiseʼ-sa-musʼ
mMBeS,nain-n'-hans'
mMByS,nain-hise'-sa-mus'
mFBeS,nain-n'-hans
mFByS,nain-hise'-sa-mus
mMZeS,nain-n'-hansʼ
mMZyS,naiu-hiseʼ-sa-musʼ
mFZeS,nain-n'-hans'
mFZyS,nain-hise-sa-mus'
mMBeD,nain-na-wase'
mMByD,nain-hiseʼ-sa-mus'
mFBeD,nainʼ-na-waseʼ
mFByD,nain-hise-sa-musʼ
mMZeD,nainʼ-na-waseʼ
mMZyD,nain-hiseʼ-sa-musʼ
mFZeD,nain-na-waseʼ
mFZyD,nain-hise-sa-musʼ
fMeZ,nin̤-gukʼ-us
fyB,naine-hiseʼ-sa-musʼ
feZ,naiuʼ-na-waseʼ
fMBeS,nain-n'-hans
fMZeS,nain-nʼ-hansʼ
fFZyS,nain-hise-sa-mus
fMByD,nain-hiseʼ-sa-musʼ
fFByD,nain-hiseʼ-sa-musʼ
fMZeD,nain-na-wase
fFZyD,nain-hiseʼ-sa-musʼ
