parameter,word
mM,ah-nǎʼ-nǎ
mF,ah-tǎʼ-tǎ
mMeB,ang-ugʼ-gä
mFeB,ukʼ-kä
mMeZ,ai-yugʼ-gä
mFeZ,at-chungʼ-ä
meB,ang-a-yuʼ-ä
myB,nuʼ-kä
meZ,na-yǎʼ
myZ,naʼ-yǎ
mMBeS,il-lǔngʼ-ä
mFBeS,il-loʼ-ä
mMZeS,il-lungʼ-ä
mMZyS,il-lǔngʼ-ä
mFZeS,il-lǔngʼ-ä
mFZyS,il-lǔngʼ-ǎ
mMBeD,il-lǔngʼ-ä
mFBeD,il-lǔngʼ-ä
mMZeD,il-lǔngʼ-ä
mFZeD,il-lǔngʼ-ä
feB,au-ningʼ-ä
feZ,ang-a-yuʼ-ä
fyZ,nu-käʼ-hä
fMBeS,il-loʼ-ä
fMZeS,il-loʼ-ä
fFZeS,il-leʼ-ä
fMBeD,il-loʼ-ä
fFBeD,il-loʼ-ä
fMZeD,il-loʼ-ä
fFZeD,il-loʼ-ä
