parameter,word
mM,fa'e
mF,tamai
mMeB,fa'e tangata
mMyB,tu'asina
mFeB,tamai
mMeZ,fa'e
mFeZ,mehekitanga
meB,ta'okete
myB,tehina
meZ,tuofefine
mMBeS,ta'okete
mMByS,tehina
mMeBS,tokoua
mMyBS,tokoua
mFBeS,ta'okete
mFByS,tehina
mFeBS,tokoua
mFyBS,tokoua
mMZeS,ta'okete
mMZyS,tehina
mMeZS,tokoua
mMyZS,tokoua
mFZeS,ta'okete
mFZyS,tehina
mFeZS,tokoua
mFyZS,tokoua
mMBeD,tuofefine
mMeBD,tuofefine
mMyBD,tuofefine
mFBeD,tuofefine
mFeBD,tuofefine
mFyBD,tuofefine
mMZeD,tuofefine
mMeZD,tuofefine
mMyZD,tuofefine
mFZeD,tuofefine
mFeZD,tuofefine
mFyZD,tuofefine
feB,tuonga'ane
feZ,ta'okete
fyZ,tehina
fMBeS,tuonga'ane
fMeBS,tuonga'ane
fMyBS,tuonga'ane
fFBeS,tuonga'ane
fFeBS,tuonga'ane
fFyBS,tuonga'ane
fMZeS,tuonga'ane
fMeZS,tuonga'ane
fMyZS,tuonga'ane
fFZeS,tuonga'ane
fFeZS,tuonga'ane
fFyZS,tuonga'ane
fMBeD,ta'okete
fMByD,tehina
fMeBD,tokoua
fMyBD,tokoua
fFBeD,ta'okete
fFByD,tehina
fFeBD,tokoua
fFyBD,tokoua
fMZeD,ta'okete
fMZyD,tehina
fMeZD,tokoua
fMyZD,tokoua
fFZeD,ta'okete
fFZyD,tehina
fFeZD,tokoua
fFyZD,tokoua
