parameter,word
mM,nǐ-ke-͡äʼ
mF,no-thäʼ
mMeB,na-si-thǎʼ
mFeB,no-thäʼ
mMeZ,ni-ke-͡äʼ
mFeZ,na-tha-kwi-thǎʼ
meB,ni-tha-thäʼ
myB,kä-chǎ-nä-thǎʼ-mi
meZ,ni-mi-thäʼ
myZ,kä-chǎ-mä-thǎʼ-ni
mMBeS,na-si-thäʼ
mFBeS,ni-to-ta-mǎʼ
mMZeS,ni-to-ta-mǎʼ
mMZyS,ni-to-ta-mäʼ
mFZeS,nen-na-kwǎ-na-thǎ
mMBeD,ni-ke-͡äʼ
mFBeD,ni-tǎ-kwǎʼ-mǎ
mFByD,ne-tǎ-kwǎ-mǎ
mMZeD,ne-tǎ-kwǎʼ-mǐ
mMZyD,ne-ta-kwǎ-mǐ
mFZeD,ni-sem-e-thǎʼ
fyB,kä-chǎ-mä-thǎʼ-mi
fyZ,kä-chǎ-nä-thǎʼ-ni
fFZeS,niʼ-kwǐ-thǎ
fFByD,na-tǎ-tǎʼ-mǎ
fMZeD,ne ta-kwǎʼ-mǐʼ
fMZyD,na-ta-tǎ-mǎ
fFZeD,ni-ton-na-thǎʼ
