parameter,word
mM,a-naʼ
mF,set-häʼ
mMeB,serʼ-a
mFeB,see-theʼ-ne
mMeZ,sä-kreʼ-a
mFeZ,setʼ-so
meZ,set-dezʼ-a-ä-za
myZ,säʼ-re
mMBeS,sǔ-näʼ-gä
mMByS,setʼ-chilʼ-e-ä-za
mFBeS,sǎ-näʼ-gä
mFByS,set-chilʼ-e-ä-ze
mMZeS,su-näʼ-ga
mMZyS,set-chilʼ-e-ä-ze
mFZeS,sǔ-näʼ-gä
mFZyS,set-chilʼ-e-ä-ze
mMBeD,setʼ-dezʼ-a-ä-za
mMByD,säʼ-re
mFBeD,set-dezʼ-a-ä-ze
mFByD,säʼ-re
mMZeD,set-dezʼ-a-ä-ze
mMZyD,säʼ-re
mFZeD,set-dezʼ-a-ä-ze
mFZyD,säʼ-re
feB,sǔ-näʼ-gä
fyB,set-chilʼ-e-ä-za
fMZeS,sǔ-näʼ-gä
