parameter,word
mM,siina -nyo
mF,siama -nyo
mMeB,ponsiamaan
mFeB,ponsiamaan
mMeZ,ponsinaan
mFeZ,ponsinaan
meZ,sia'a
myZ,tuai -nyo
mMBeS,soungaunga sepisa
mMeBS,soungaunga sepisa
mMyBS,soungaunga sepisa
mFBeS,soungaunga sepisa
mFeBS,soungaunga sepisa
mFyBS,soungaunga sepisa
mMZeS,soungaunga sepisa
mMeZS,soungaunga sepisa
mMyZS,soungaunga sepisa
mFZeS,soungaunga sepisa
mFeZS,soungaunga sepisa
mFyZS,soungaunga sepisa
mMBeD,soungaunga sepisa
mMeBD,soungaunga sepisa
mMyBD,soungaunga sepisa
mFBeD,soungaunga sepisa
mFeBD,soungaunga sepisa
mFyBD,soungaunga sepisa
mMZeD,soungaunga sepisa
mMeZD,soungaunga sepisa
mMyZD,soungaunga sepisa
mFZeD,soungaunga sepisa
mFeZD,soungaunga sepisa
mFyZD,soungaunga sepisa
feB,sia'a
fyB,tuai -nyo
