parameter,word
mM,maiitu
mF,baba
mMeB,mama
mFeB,baba m'uk'ur'u
mFyB,baba munyinyi
mMeZ,tata
mFeZ,tata
meB,mokoro wakwa
myB,moruna wakwa
meZ,mokoro wakwa
myZ,moruna wakwa
mMBeS,mwana wa mama
mMeBS,mwana wa mama
mMyBS,mwana wa mama
mFBeS,mwana wa baba m'uk'ur'u
mFByS,mwana wa baba munyinyi
mFeBS,moihwa
mFyBS,moihwa
mMZeS,mwana wa tata
mMeZS,mwana wa tata
mMyZS,mwana wa tata
mFZeS,mwana wa tata
mFeZS,mwana wa tata
mFyZS,mwana wa tata
mMBeD,mwana wa mama
mMeBD,mwana wa mama
mMyBD,mwana wa mama
mFBeD,mwana wa baba m'uk'ur'u
mFByD,mwana wa baba munyinyi
mFeBD,moihwa
mFyBD,moihwa
mMZeD,mwana wa tata
mMeZD,mwana wa tata
mMyZD,mwana wa tata
mFZeD,mwana wa tata
mFeZD,mwana wa tata
mFyZD,mwana wa tata
