parameter,word
mF,nǔ-meʼ-tonks
mMeB,n'-ku-lǎ-mookʼ-sis
mFeB,nee-chäʼ-look
mMeZ,n'-keeʼ-sees
mFeZ,noo-kum
meB,n'-hayʼ-sees
myB,noo-seeʼ-mees
meZ,nu-muʼ-sees
myZ,noo-seeʼ-mees
mMBeS,n'-täʼ-gus
mMByS,nu'-täʼ-gus
mFBeS,neet-see-kesʼ or n'-tul-nǔmʼ
mFByS,n'-see-wes or n'-tul-nǔmʼ
mMZeS,n'-seeʼ-wes
mFZeS,n'-tä-gusʼ
mFZyS,n'-tä-gus
mMBeD,nu-tä-kw'-susʼ-ku
mMByD,nu-tä-kw'-susʼ-kw
mFBeD,n'-pee-hen-mǔm
mFByD,n'-pee-hen-mum
mMZeD,nu-tä-kw-sǔsʼ-kw
mFZeD,nu-tä-kw-susʼ-kw
fM,nʼ-keechʼ
fMBeS,neet-seeʼ-kes
fMByS,neet-see-kesʼ
fFByS,n'-seeʼ-mees or n'-tul-numʼ
fMZeS,n'-tul-mǔmʼ
fMZyS,neet-see-kesʼ
fFZeS,n'-tul-nǔmʼ
fMBeD,ne-tse-kes'
fFByD,n'-peeʼ-hen-mum
fMZeD,nee-tse-kesʼ
fFZeD,nu-tul-nǔʼ
fFZyD,n'-tul-nǔʼ
