parameter,word
mM,me
mF,ndole
mMeB,me
mFeB,ndate yo muhulu
mFyB,ndate yo munyinyani
mMeZ,me yomuhulu
mMyZ,me yomunginyani
mFeZ,ndate wa musali
meB,muhulwani
myB,munyani
meZ,kaizeli
mMBeS,muhulwani
mMByS,munyani
mFBeS,muhulwani
mFByS,munyani
mMZeS,muhulwani
mMZyS,munyani
mFZeS,muhulwani
mFZyS,munyani
mMBeD,kaizeli
mMeBD,kaizeli
mMyBD,kaizeli
mFBeD,kaizeli
mFeBD,kaizeli
mFyBD,kaizeli
mMZeD,kaizeli
mMeZD,kaizeli
mMyZD,kaizeli
mFZeD,kaizeli
mFeZD,kaizeli
mFyZD,kaizeli
