parameter,word
mM,metua va'ine
mF,metua tane
mMeB,metua tane
mFeB,metua tane
mMeZ,metua va'ine
mFeZ,metua va'ine
meZ,tua-'ine
mMBeS,tua-kana
mMByS,teina
mFBeS,tua-kana
mFByS,teina
mMZeS,tua-kana
mMZyS,teina
mFZeS,tua-kana
mFZyS,teina
mMBeD,tua-'ine
mFBeD,tua-'ine
mMZeD,tua-'ine
mFZeD,tua-'ine
feB,tu-ngane
feZ,tua-kana
fyZ,teina
fMBeS,tu-ngane
fFBeS,tu-ngane
fMZeS,tu-ngane
fFZeS,tu-ngane
fMBeD,tua-kana
fMByD,teina
fFBeD,tua-kana
fFByD,teina
fMZeD,tua-kana
fMZyD,teina
fFZeD,tua-kana
fFZyD,teina
