parameter,word
mF,ʔau
mMeB,luŋ
mFeB,luŋ
mMeZ,pa:
mFeZ,pa:
meB,khuen ńjai ʔau khlɔŋ
myB,khuən ʔau khlɔŋ
meZ,khuən ńjai ʔau mä:
myZ,khu:n ʔau mä:
mMBeS,khuan ńjai
mMeBS,khuan ńjai
mMyBS,khuan ńjai
mFBeS,khuan ńjai
mFeBS,khuan ńjai
mFyBS,khuan ńjai
mMZeS,khuan ńjai
mMeZS,khuan ńjai
mMyZS,khuan ńjai
mFZeS,khuan ńjai
mFeZS,khuan ńjai
mFyZS,khuan ńjai
mMBeD,khuan ńjai
mMeBD,khuan ńjai
mMyBD,khuan ńjai
mFBeD,khuan ńjai
mFeBD,khuan ńjai
mFyBD,khuan ńjai
mMZeD,khuan ńjai
mMeZD,khuan ńjai
mMyZD,khuan ńjai
mFZeD,khuan ńjai
mFeZD,khuan ńjai
mFyZD,khuan ńjai
